Number_of_cities;Dataset;Fitness;Solution;Drone;Truck;A
100;C101_1.5.dat;1224;[[[[0, [19, 54, 53, 58, 60, 40, 56, 41, 66, 67, 42, 63, 65, 59, 4, 15, 3, 6, 57, 22, 10, 9, 13, 14, 16, 18, 17, 5, 12, 8]], [22, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [10, []], [11, [11, 55, 75]], [8, []], [9, []], [6, []], [4, []], [3, []], [5, []], [75, []], [63, []], [65, []], [67, []], [66, []], [55, []], [59, []], [57, []], [54, []], [53, []], [56, []], [58, []], [60, []], [40, []], [41, []], [42, []]], [[0, [36, 39, 38, 31, 32, 30, 28, 26, 90, 86, 82, 37, 25, 35, 27, 95, 23, 85, 83, 21, 88, 99, 29, 2, 34, 33]], [21, []], [25, []], [27, []], [29, []], [36, []], [39, []], [38, []], [37, []], [35, []], [31, []], [32, []], [33, []], [34, []], [30, []], [28, []], [26, []], [23, []], [90, []], [86, []], [83, []], [82, []], [84, [84]], [85, []], [88, []], [95, []], [99, []], [2, []]], [[0, [72, 76, 78, 81, 73, 70, 87, 71, 80, 77, 79, 20, 52, 62, 43, 24, 91, 96, 89, 93, 92, 94, 46, 47, 64, 74, 68, 100, 44, 45, 50, 49, 97, 1, 7]], [20, []], [24, []], [52, []], [49, []], [44, []], [45, []], [48, [48, 69]], [51, [51]], [50, []], [46, []], [47, []], [43, []], [69, []], [68, []], [64, []], [61, [61, 98]], [62, []], [74, []], [72, []], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [87, []], [89, []], [91, []], [98, []], [96, []], [94, []], [93, []], [92, []], [97, []], [100, []], [1, []], [7, []]]], [[[48, [48, 69]]], [[51, [51]]], [[61, [61, 98]]], [[11, [11]]], [[11, [55, 75]]], [[84, [84]]]]];3;3;2
100;C101_1.5.dat;1214;[[[[0, [82, 29, 86, 74, 46, 40, 47, 42, 87, 31, 45, 32, 69, 34, 36, 50, 41, 51, 33, 38, 37, 26, 35, 25, 24, 30]], [24, []], [25, []], [26, []], [30, []], [29, []], [34, []], [36, []], [39, [39]], [38, []], [37, []], [33, []], [32, []], [35, []], [31, []], [52, [52, 48]], [50, []], [51, []], [48, []], [45, []], [47, []], [46, []], [42, []], [41, []], [40, []], [69, []], [74, []], [87, []], [86, []], [82, []]], [[0, [77, 73, 70, 71, 76, 78, 16, 15, 18, 14, 79, 81, 80, 83, 19, 17, 100, 92, 64, 72, 85, 84, 99, 6, 65, 13, 28, 23, 67]], [67, []], [65, []], [64, []], [72, []], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [83, []], [84, []], [85, []], [92, []], [100, []], [99, []], [6, [12, 9]], [9, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [28, []], [23, []]], [[0, [54, 93, 55, 53, 58, 56, 96, 68, 97, 91, 57, 94, 62, 59, 89, 10, 49, 3, 43, 63, 1, 22]], [63, []], [43, []], [22, []], [7, [7, 11]], [10, []], [11, []], [8, [8, 66]], [3, []], [5, [5, 75, 4]], [75, []], [1, []], [4, []], [2, [2]], [98, [98, 61, 44, 20]], [91, []], [89, []], [88, [90, 88]], [94, []], [93, []], [97, []], [96, []], [95, [95, 60]], [90, []], [66, []], [62, []], [61, []], [68, []], [55, []], [54, []], [53, []], [56, []], [60, []], [58, []], [57, []], [59, []], [44, []], [49, []], [20, []], [27, [27]], [21, [21]]]], [[[7, [7, 11]]], [[8, [8, 66]]], [[5, [5]]], [[5, [75, 4]]], [[2, [2]]], [[98, [98, 20]]], [[98, [61, 44]]], [[88, [90, 88]]], [[39, [39]]], [[95, [60]]], [[95, [95]]], [[52, [52, 48]]], [[27, [27]]], [[21, [21]]], [[6, [12, 9]]]]];3;3;4
100;C101_1.5.dat;1031,202;[[[[0, [46, 54, 26, 23]], [26, [31, 33, 66]], [23, []], [62, [62, 69, 56]], [66, []], [69, []], [67, [68, 35, 67, 36]], [74, [74, 58]], [47, [44, 45, 38, 47]], [46, []], [45, []], [42, [39, 48, 42, 41, 52]], [41, []], [68, []], [54, [40, 60]], [56, []], [58, []], [60, []], [40, []], [44, []], [48, [34, 51, 37, 27, 20, 25]], [51, []], [52, []], [31, []], [35, []], [37, []], [38, []], [39, []], [36, []], [34, []], [33, []], [32, [32]], [25, []], [27, []], [20, []]], [[0, [77, 73, 80, 84, 72, 78, 63, 43, 49, 57, 59, 87, 91]], [64, [76, 64]], [63, [79, 53, 55]], [49, []], [43, []], [59, []], [53, []], [57, []], [55, []], [61, [61, 70, 71, 81]], [72, []], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [82, [82, 83]], [83, []], [84, []], [90, [90, 86, 85, 88, 65]], [87, []], [86, []], [85, []], [88, []], [91, []], [65, []]], [[0, []], [89, [89, 1]], [96, [96]], [5, [5, 29]], [1, []], [75, [75, 2, 19, 4, 13, 11]], [4, []], [3, [3]], [11, [16, 93]], [13, []], [29, [10]], [50, [50, 24, 28]], [22, [22, 99, 97, 15, 94]], [21, [21, 100, 92, 14, 18]], [10, [8, 6, 7, 17]], [8, []], [7, []], [6, []], [2, []], [99, []], [100, []], [97, []], [92, []], [93, []], [94, []], [95, [12, 95, 9]], [98, [98, 30]], [9, []], [17, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [30, []], [28, []], [24, []]]], [[[89, [89, 1]]], [[96, [96]]], [[5, [5, 29]]], [[75, [19, 4, 13]]], [[75, [75, 2, 11]]], [[3, [3]]], [[11, [16, 93]]], [[26, [31, 33, 66]]], [[62, [62, 69, 56]]], [[67, [67, 36]]], [[64, [76, 64]]], [[63, [79, 53, 55]]], [[29, [10]]], [[67, [68, 35]]], [[50, [24, 28]]], [[74, [74, 58]]], [[50, [50]]], [[22, [22, 99]]], [[47, [38, 47]]], [[22, [97, 15, 94]]], [[21, [100, 14]]], [[21, [21, 92, 18]]], [[10, [17]]], [[47, [44, 45]]], [[10, [8, 6, 7]]], [[61, [61, 70, 71, 81]]], [[42, [42, 41]]], [[42, [39, 48, 52]]], [[95, [12, 95, 9]]], [[98, [98, 30]]], [[54, [40, 60]]], [[48, [37, 27, 20]]], [[48, [34, 51, 25]]], [[82, [82, 83]]], [[90, [90, 86]]], [[90, [85, 88, 65]]], [[32, [32]]]]];3;3;8
100;C101_1.dat;980;[[[[0, [18, 95, 13, 15, 19, 17, 27, 100, 10, 8, 9, 6, 87, 14, 25, 16, 24, 11, 99, 89, 88, 90, 82, 86, 7, 20, 21, 91]], [90, []], [82, []], [86, []], [87, []], [88, []], [89, []], [91, []], [95, []], [99, []], [100, []], [12, [12]], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [27, []], [25, []], [24, []], [20, []], [21, []], [10, []], [11, []], [8, []], [9, []], [6, []], [4, [4, 3]], [3, []], [7, []]], [[0, [60, 38, 53, 54, 56, 58, 48, 29, 51, 31, 32, 39, 33, 37, 44, 45, 30, 34, 40, 35, 42, 50, 28, 55, 59, 52, 26, 23, 41, 57, 46, 43, 22, 47, 49]], [59, []], [57, []], [55, []], [54, []], [53, []], [56, []], [58, []], [60, []], [40, []], [44, []], [45, []], [48, []], [51, []], [50, []], [46, []], [47, []], [49, []], [22, []], [23, []], [26, []], [28, []], [30, []], [29, []], [34, []], [36, [36]], [39, []], [38, []], [37, []], [35, []], [33, []], [32, []], [31, []], [52, []], [43, []], [42, []], [41, []]], [[0, [73, 70, 71, 83, 76, 81, 80, 79, 84, 77, 78, 98, 96, 85, 64, 61, 1, 75, 69, 68, 94, 93, 92, 2, 97, 67, 65, 62, 74, 66]], [67, []], [65, []], [63, [63, 5]], [62, []], [74, []], [66, []], [69, []], [68, []], [64, []], [61, []], [72, [72]], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [83, []], [84, []], [85, []], [75, []], [1, []], [2, []], [98, []], [96, []], [94, []], [93, []], [92, []], [97, []], [5, []]]], [[[63, [63, 5]]], [[36, [36]]], [[72, [72]]], [[12, [12]]], [[4, [3]]], [[4, [4]]]]];3;3;2
100;C101_1.dat;975,8537;[[[[0, [50, 87, 90, 51, 54, 60, 48, 45, 46, 53, 56, 24, 88, 58, 44, 83, 82, 30, 25, 89, 62, 61, 64, 68, 27, 29, 86, 22, 20]], [89, []], [88, []], [83, []], [82, []], [86, []], [87, []], [90, []], [63, [63, 28]], [62, []], [61, []], [64, []], [68, []], [54, []], [53, []], [56, []], [58, []], [60, []], [44, []], [46, []], [45, []], [48, []], [51, []], [50, []], [24, []], [25, []], [27, []], [29, []], [30, []], [28, []], [22, []], [20, []]], [[0, [35, 49, 43, 32, 33, 37, 39, 38, 34, 36, 41, 57, 40, 31, 52, 10, 11, 59, 21, 69, 9, 1, 2, 55, 47, 42, 7, 6]], [69, []], [55, []], [57, []], [59, []], [40, []], [41, []], [42, []], [43, []], [52, []], [31, []], [35, []], [37, []], [38, []], [39, []], [36, []], [34, []], [33, []], [32, []], [49, []], [47, []], [21, []], [10, []], [11, []], [9, []], [8, [8, 5, 3]], [4, [4]], [3, []], [5, []], [75, [75]], [1, []], [2, []], [6, []], [7, []]], [[0, [92, 93, 72, 71, 84, 94, 67, 19, 16, 96, 18, 14, 97, 13, 99, 70, 76, 73, 74, 80, 79, 91, 26, 23]], [67, []], [65, [65]], [66, [66]], [74, []], [72, [81, 78, 77]], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [84, []], [85, [85, 98, 95]], [91, []], [98, []], [99, []], [96, []], [95, []], [94, []], [92, []], [93, []], [97, []], [100, [100, 12]], [12, []], [14, []], [16, []], [15, [15, 17]], [19, []], [18, []], [17, []], [13, []], [26, []], [23, []]]], [[[63, [63, 28]]], [[65, [65]]], [[66, [66]]], [[72, [81, 78, 77]]], [[85, [85]]], [[85, [98, 95]]], [[100, [100, 12]]], [[15, [15, 17]]], [[8, [8, 5, 3]]], [[4, [4]]], [[75, [75]]]]];3;3;4
100;C101_1.dat;891;[[[[0, [13, 57]], [64, [64, 68, 23, 43]], [68, []], [46, [46, 89]], [43, []], [49, [49, 66, 3, 5]], [62, [62, 26, 59, 75, 87]], [72, [72, 69, 4]], [54, [24, 22, 55, 54]], [55, []], [57, []], [59, []], [69, []], [66, []], [47, [47, 42, 28, 8]], [42, []], [41, [41, 10]], [40, [40, 86, 18]], [45, [45, 51]], [51, []], [24, []], [22, []], [23, []], [26, [12, 14, 15, 16, 11, 17, 91]], [28, []], [13, []], [17, []], [18, []], [19, [19, 9, 88, 90]], [15, []], [16, []], [14, []], [12, []], [10, []], [11, []], [9, []], [8, []], [4, []], [5, []], [3, []], [75, []], [91, []], [88, []], [89, []], [86, []], [87, []], [90, []]], [[0, [31, 33, 29, 27, 39, 35, 44, 48, 38, 36, 52, 34, 60, 25, 53, 58, 50, 30, 56, 61]], [61, []], [53, []], [56, []], [58, []], [60, []], [44, []], [48, []], [50, []], [52, []], [35, []], [31, []], [32, [32, 20]], [33, []], [37, [37, 21]], [38, []], [39, []], [36, []], [34, []], [29, []], [30, []], [27, []], [25, []], [21, []], [20, []]], [[0, [73, 70, 71, 79, 76, 77, 93, 94, 78, 92, 80, 96, 99, 1, 74]], [65, [65, 67]], [67, []], [63, [63, 83, 84, 81, 85, 97]], [74, []], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [82, [82, 100, 98]], [83, []], [84, []], [85, []], [94, []], [92, []], [93, []], [97, []], [100, []], [99, []], [96, []], [95, [95, 2]], [98, []], [2, []], [1, []], [6, [6]], [7, [7]]]], [[[64, [23, 43]]], [[64, [64, 68]]], [[46, [46, 89]]], [[49, [49, 66, 3, 5]]], [[62, [62, 26]]], [[62, [59, 75, 87]]], [[72, [72, 69, 4]]], [[54, [55, 54]]], [[54, [24, 22]]], [[65, [65, 67]]], [[47, [47, 42, 28, 8]]], [[63, [63, 83, 84]]], [[63, [81, 85, 97]]], [[41, [41, 10]]], [[40, [40, 86, 18]]], [[45, [45, 51]]], [[26, [14, 15, 16]]], [[26, [11]]], [[26, [12, 17, 91]]], [[19, [19, 88, 90]]], [[19, [9]]], [[82, [82, 100, 98]]], [[32, [32, 20]]], [[37, [37, 21]]], [[95, [95, 2]]], [[6, [6]]], [[7, [7]]]]];3;3;8
100;C101_2.5.dat;1598;[[[[0, [37, 35, 31, 39, 52, 40, 60, 58, 29, 41, 28, 53, 56, 51, 38, 36, 20, 30, 24, 21, 25, 26, 23, 22, 46]], [56, []], [53, []], [58, []], [60, []], [40, []], [41, []], [46, []], [48, [48]], [51, []], [52, []], [31, []], [32, [32, 27]], [33, [33]], [35, []], [37, []], [38, []], [39, []], [36, []], [34, [34]], [29, []], [24, []], [25, []], [26, []], [27, []], [30, []], [28, []], [23, []], [22, []], [21, []], [20, []]], [[0, [95, 94, 92, 97, 93, 19, 12, 14, 16, 100, 15, 96, 91, 88, 13, 18, 17, 90, 99, 11, 10, 9, 1, 8, 87, 3, 2, 85, 6, 4, 5, 86]], [90, []], [87, []], [86, []], [85, []], [88, []], [91, []], [98, [98]], [99, []], [96, []], [95, []], [94, []], [92, []], [93, []], [97, []], [100, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [11, []], [10, []], [8, []], [9, []], [6, []], [2, []], [1, []], [4, []], [3, []], [5, []]], [[0, [78, 70, 83, 71, 73, 76, 47, 68, 81, 55, 59, 43, 64, 77, 79, 80, 57, 42, 61, 74, 84, 72, 49, 67, 69, 66, 65, 62, 44, 75, 45, 54, 50, 7]], [67, []], [65, []], [63, [63]], [61, []], [72, []], [64, []], [42, []], [43, []], [47, []], [49, []], [50, []], [45, []], [44, []], [59, []], [57, []], [54, []], [55, []], [68, []], [69, []], [66, []], [62, []], [74, []], [81, []], [78, []], [76, []], [71, []], [70, []], [73, []], [77, []], [79, []], [80, []], [82, [82, 89]], [83, []], [84, []], [89, []], [75, []], [7, []]]], [[[63, [63]]], [[48, [48]]], [[82, [82, 89]]], [[98, [98]]], [[32, [32, 27]]], [[33, [33]]], [[34, [34]]]]];3;3;2
100;C101_2.5.dat;1524;[[[[0, [61, 52, 51, 50, 31, 65, 38, 35, 36, 40, 48, 27, 20, 21, 42, 41, 44, 45, 47, 22]], [65, []], [61, []], [40, [34, 60]], [60, []], [41, []], [42, []], [44, []], [45, []], [48, []], [51, []], [50, []], [47, []], [52, []], [31, []], [35, []], [37, [37]], [38, []], [39, [39, 25]], [36, []], [34, []], [27, []], [25, []], [22, []], [21, []], [20, []]], [[0, [55, 46, 68, 87, 54, 64, 49, 94, 43, 5, 3, 75, 1, 4, 11, 23, 26]], [11, []], [4, []], [1, []], [75, []], [5, []], [3, []], [26, []], [23, []], [24, [24]], [49, []], [46, [58, 57, 80]], [58, []], [59, [59, 72]], [57, [53, 56, 2, 96]], [53, []], [56, []], [54, []], [55, []], [64, []], [68, []], [66, [66]], [74, [74, 71]], [69, [69]], [62, [62]], [43, []], [72, [81, 78]], [80, []], [81, []], [71, []], [78, []], [82, [82, 95, 86, 88]], [87, []], [86, []], [90, [90]], [89, [89, 91]], [88, []], [91, []], [98, [98]], [96, []], [94, []], [95, []], [2, []], [9, [9]]], [[0, [14, 16, 73, 67, 76, 77, 93, 63, 70, 18, 29, 84, 97, 79, 19, 99, 28, 13, 10, 7]], [67, []], [63, []], [76, []], [73, []], [70, []], [77, []], [79, []], [83, [83, 92]], [84, []], [85, [85]], [92, []], [93, []], [97, []], [99, []], [100, [15, 100, 33]], [12, [12]], [14, []], [16, []], [15, []], [19, []], [18, []], [33, []], [32, [32, 17]], [29, []], [30, [30, 8]], [28, []], [17, []], [13, []], [10, []], [8, []], [6, [6]], [7, []]]], [[[24, [24]]], [[46, [58, 57, 80]]], [[59, [59, 72]]], [[57, [53, 2]]], [[57, [56, 96]]], [[83, [83]]], [[66, [66]]], [[74, [74, 71]]], [[69, [69]]], [[62, [62]]], [[83, [92]]], [[85, [85]]], [[72, [78]]], [[72, [81]]], [[100, [15, 100, 33]]], [[12, [12]]], [[40, [34, 60]]], [[82, [86, 88]]], [[82, [82, 95]]], [[32, [32, 17]]], [[90, [90]]], [[89, [89, 91]]], [[30, [30, 8]]], [[98, [98]]], [[37, [37]]], [[39, [39, 25]]], [[6, [6]]], [[9, [9]]]]];3;3;4
100;C101_2.5.dat;1394,616;[[[[0, [57]], [89, [89, 35]], [35, []], [67, [67, 59]], [66, [54, 64, 24, 75, 53, 66, 62]], [62, []], [55, [55, 22, 56, 29]], [59, []], [53, []], [54, []], [56, []], [57, []], [64, []], [22, []], [75, []], [8, [8, 20]], [20, [21, 48, 44, 50]], [21, [45, 41, 58]], [24, []], [29, []], [30, [30, 27, 42, 52]], [27, []], [52, []], [50, [40, 60, 25, 51]], [48, []], [45, []], [44, []], [42, []], [41, []], [40, []], [58, []], [60, []], [51, []], [25, []]], [[0, [1]], [26, [26, 16, 23]], [16, []], [23, []], [49, [49, 78, 80, 5, 43]], [46, [46]], [43, []], [80, []], [72, [72, 99, 87, 84]], [69, [69, 63, 76]], [5, []], [1, []], [63, [79, 73, 81, 71, 68]], [74, [74, 77, 70]], [79, []], [77, []], [78, []], [81, []], [76, []], [71, []], [70, []], [73, []], [61, [61, 90]], [68, [85, 83]], [65, [65, 9]], [9, []], [98, [98, 95]], [99, []], [95, []], [88, [88, 86, 82]], [85, []], [84, []], [83, []], [82, []], [86, []], [87, []], [90, []]], [[0, []], [2, [2, 96, 19, 13, 31]], [94, [94, 33, 91, 11]], [96, []], [91, []], [13, []], [11, []], [18, [18, 93, 4]], [19, []], [14, [14, 36]], [28, [28, 3]], [10, [92, 10, 97]], [7, [7, 15, 38]], [3, []], [4, []], [6, [6, 100, 17]], [97, []], [92, []], [93, []], [100, []], [12, [12, 39, 47]], [15, []], [17, []], [34, [37, 32, 34]], [36, []], [39, []], [38, []], [37, []], [33, []], [32, []], [31, []], [47, []]]], [[[26, [26, 16, 23]]], [[89, [89, 35]]], [[49, [49, 80, 43]]], [[49, [78, 5]]], [[46, [46]]], [[2, [19, 31]]], [[2, [2, 96, 13]]], [[94, [94, 91]]], [[94, [33, 11]]], [[67, [67, 59]]], [[66, [66, 62]]], [[66, [75, 53]]], [[72, [84]]], [[72, [72, 99, 87]]], [[69, [69, 63, 76]]], [[66, [54, 64, 24]]], [[55, [55, 22]]], [[55, [56, 29]]], [[18, [18, 93, 4]]], [[14, [14, 36]]], [[63, [73, 81, 71]]], [[63, [79, 68]]], [[74, [70]]], [[74, [74, 77]]], [[28, [28, 3]]], [[10, [97]]], [[10, [92, 10]]], [[7, [7, 15, 38]]], [[6, [6, 100, 17]]], [[8, [8, 20]]], [[20, [50]]], [[61, [61, 90]]], [[68, [85, 83]]], [[20, [21, 48, 44]]], [[21, [45, 41, 58]]], [[65, [65, 9]]], [[30, [42]]], [[30, [30, 27, 52]]], [[12, [12, 39, 47]]], [[50, [40, 25]]], [[50, [60, 51]]], [[98, [98, 95]]], [[34, [37, 32, 34]]], [[88, [88, 86, 82]]]]];3;3;8
100;C101_2.dat;1400;[[[[0, [80, 73, 79, 77, 44, 70, 45, 72, 48, 81, 78, 91, 71, 21, 89, 49, 50, 84, 90, 66, 23, 61, 75, 2, 1, 7, 4, 6, 64, 74]], [21, []], [22, [22, 62]], [23, []], [49, []], [46, [46, 40, 76]], [50, []], [51, [51]], [48, []], [45, []], [44, []], [40, []], [64, []], [66, []], [62, []], [74, []], [61, []], [72, []], [80, []], [79, []], [77, []], [73, []], [70, []], [71, []], [76, []], [78, []], [81, []], [82, [82]], [83, [83]], [84, []], [89, []], [90, []], [91, []], [5, [5]], [3, [3]], [75, []], [2, []], [1, []], [4, []], [6, []], [7, []]], [[0, [58, 55, 41, 68, 42, 53, 60, 56, 57, 59, 32, 39, 36, 37, 38, 34, 43, 47, 33, 52, 35, 31, 69, 29, 28, 27, 30, 26, 24, 20, 25]], [69, []], [68, []], [53, []], [56, []], [60, []], [58, []], [54, [54]], [55, []], [57, []], [59, []], [41, []], [42, []], [43, []], [47, []], [52, []], [31, []], [35, []], [32, []], [33, []], [37, []], [38, []], [39, []], [36, []], [34, []], [29, []], [27, []], [28, []], [30, []], [26, []], [25, []], [24, []], [20, []]], [[0, [12, 14, 16, 92, 93, 88, 99, 97, 100, 95, 15, 19, 96, 18, 13, 63, 67, 17, 87, 65, 85, 9, 86, 11, 10, 8]], [67, []], [65, []], [63, []], [87, []], [86, []], [85, []], [88, []], [94, [94]], [92, []], [93, []], [97, []], [95, []], [96, []], [98, [98]], [99, []], [100, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [8, []], [9, []], [11, []], [10, []]]], [[[22, [22, 62]]], [[46, [46]]], [[46, [40, 76]]], [[51, [51]]], [[94, [94]]], [[54, [54]]], [[98, [98]]], [[82, [82]]], [[83, [83]]], [[5, [5]]], [[3, [3]]]]];3;3;2
100;C101_2.dat;1345;[[[[0, [39, 38, 52, 37, 47, 48, 34, 51, 44, 50, 63, 65, 72, 61, 40, 60]], [65, []], [63, []], [72, []], [61, []], [40, []], [60, []], [44, []], [48, []], [51, []], [50, []], [47, []], [52, []], [32, [32]], [37, []], [38, []], [39, []], [36, [36]], [34, []]], [[0, [78, 77, 53, 80, 29, 33, 23, 66, 68, 57, 43, 89, 64, 2, 1, 11, 5]], [5, []], [2, []], [1, []], [4, [4, 3]], [75, [75]], [3, []], [10, [10, 26]], [11, []], [26, []], [23, []], [22, [22, 59]], [24, [24, 31, 73, 35, 67, 49]], [29, []], [33, []], [35, []], [31, []], [49, []], [43, []], [69, [69, 56, 70, 28]], [64, []], [67, []], [68, [79, 74, 76, 58, 55, 62, 21]], [57, []], [56, []], [58, []], [53, []], [54, [54, 71, 46, 20, 83, 87]], [55, []], [59, []], [42, [42]], [45, [45, 30]], [46, []], [41, [41]], [66, []], [62, [81]], [74, []], [81, []], [78, []], [76, []], [71, []], [70, []], [73, []], [77, []], [79, []], [80, []], [82, [82, 25, 90, 27]], [83, []], [87, []], [89, []], [90, []], [28, []], [30, []], [27, []], [25, []], [21, []], [20, []]], [[0, [95, 96, 94, 19, 18, 97, 17, 93, 98, 13, 9, 99, 85, 100, 92, 88, 86, 6, 7, 8, 12, 15, 84, 91, 16, 14]], [86, []], [84, []], [85, []], [88, []], [91, []], [98, []], [97, []], [92, []], [93, []], [94, []], [95, []], [96, []], [99, []], [100, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [9, []], [8, []], [6, []], [7, []]]], [[[4, [4, 3]]], [[75, [75]]], [[10, [10, 26]]], [[22, [22, 59]]], [[24, [24, 31]]], [[24, [73, 35, 67, 49]]], [[69, [69]]], [[69, [56]]], [[69, [70, 28]]], [[68, [58, 55, 62]]], [[68, [79, 76]]], [[68, [74, 21]]], [[54, [54, 46]]], [[54, [83, 87]]], [[54, [71, 20]]], [[42, [42]]], [[45, [45, 30]]], [[41, [41]]], [[32, [32]]], [[62, [81]]], [[82, [90, 27]]], [[82, [82, 25]]], [[36, [36]]]]];3;3;4
100;C101_2.dat;1235,634;[[[[0, [78, 54, 35, 64, 68, 57]], [68, []], [64, []], [33, [46, 33, 93]], [35, []], [46, []], [55, [55, 63, 53]], [63, []], [53, []], [54, []], [57, []], [50, [50, 76]], [61, [61, 81, 70, 71, 79]], [76, []], [79, []], [70, []], [71, []], [78, []], [81, []], [82, [82, 88, 92, 98, 94, 83]], [83, []], [88, []], [94, []], [92, []], [93, []], [98, []]], [[0, [1]], [26, [26, 3, 56, 22, 23, 13]], [56, []], [22, []], [23, []], [3, [4, 10, 11, 59]], [10, []], [91, [91, 31, 19, 29, 18, 58, 24]], [4, []], [1, []], [11, []], [13, [45, 21, 44]], [18, []], [19, []], [17, [17, 38]], [29, []], [24, []], [42, [42]], [41, [40, 41, 51, 52, 60, 27]], [40, []], [60, []], [58, []], [59, []], [44, []], [45, []], [48, [48, 39]], [51, []], [52, []], [31, []], [32, [32, 37, 34, 36, 25]], [37, []], [38, []], [39, []], [36, []], [34, []], [27, []], [25, []], [21, []]], [[0, [80, 73, 77, 49, 89, 16, 2]], [80, []], [73, []], [77, []], [72, [72, 96]], [69, [69, 62, 5, 67]], [66, [66, 84]], [67, []], [43, [43]], [20, [20, 74, 99]], [49, [97, 7]], [47, [47, 28]], [65, [65, 85, 14]], [62, []], [74, []], [89, []], [84, []], [85, []], [86, [86, 87, 90, 75, 8]], [87, []], [90, []], [75, []], [5, []], [7, []], [8, []], [9, [9, 95]], [6, [6, 100, 12, 15, 30]], [2, []], [99, []], [96, []], [95, []], [97, []], [100, []], [12, []], [14, []], [16, []], [15, []], [30, []], [28, []]]], [[[26, [13]]], [[26, [3, 56, 22]]], [[33, [46, 33, 93]]], [[26, [26, 23]]], [[3, [4, 10, 59]]], [[3, [11]]], [[55, [55, 63, 53]]], [[72, [72, 96]]], [[69, [69, 62, 5, 67]]], [[66, [66, 84]]], [[43, [43]]], [[91, [58, 24]]], [[91, [31, 19, 18]]], [[91, [91, 29]]], [[20, [20, 74, 99]]], [[49, [97, 7]]], [[50, [50, 76]]], [[47, [47, 28]]], [[65, [65, 85, 14]]], [[13, [45, 21, 44]]], [[17, [17, 38]]], [[61, [61, 79]]], [[61, [81, 70, 71]]], [[86, [90, 75, 8]]], [[86, [86, 87]]], [[42, [42]]], [[41, [52, 60]]], [[41, [40, 41, 51, 27]]], [[9, [9, 95]]], [[6, [100, 12, 30]]], [[6, [6, 15]]], [[82, [88, 92, 98]]], [[82, [82, 94, 83]]], [[48, [48, 39]]], [[32, [36, 25]]], [[32, [34]]], [[32, [32, 37]]]]];3;3;8
